datetime,symbol,open,high,low,close,MA12,MA26,RSI14,ATR14,EMA12,EMA26,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,high_open_dist,open_low_dist,body_size,upper_wick,lower_wick,body_ratio,wick_ratio_upper,wick_ratio_lower,candle_type,candle_type_name,prev_candle_1,prev_candle_2,prev_candle_3
2016-02-08,OANDA:XAUUSD,1173.5065,1200.9675,1164.2965,1189.305,1133.4802916666642,1110.799115384617,80.4391099082993,17.18350241230654,1139.885124083562,1118.249535444823,21.63558863873891,14.264582882112538,7.371005756626371,1201.0109454805777,1157.9690000000032,1114.9270545194288,27.461000000000013,9.210000000000036,15.798500000000104,11.662499999999909,9.210000000000036,0.43081726705025997,0.3180305963840608,0.25115213656567925,4,Normal Candle Bullish,4.0,2.0,4.0
2016-02-09,OANDA:XAUUSD,1189.305,1199.009,1185.7745,1189.015,1141.0937916666642,1115.20178846154,80.24236959751346,16.901430811427506,1147.4435665322449,1123.4914217081696,23.952144824075276,16.202095270505087,7.750049553570189,1206.9342244985803,1170.0106000000033,1133.0869755014262,9.70399999999995,3.5305000000000746,0.2899999999999636,9.70399999999995,3.240500000000111,0.021912425856659718,0.7332351052174191,0.24485246892592125,1,Doji Bearish,4.0,4.0,2.0
2016-02-10,OANDA:XAUUSD,1189.015,1197.773,1181.644,1197.3025,1148.5464999999974,1119.8045769230785,81.62546660908927,16.84625718203982,1155.1141716811303,1128.958908989046,26.155262692084307,18.19272875482093,7.962533937263377,1210.5962796105316,1180.9533000000033,1151.310320389475,8.75799999999981,7.371000000000095,8.287499999999909,0.4704999999999018,7.371000000000095,0.5138260276520527,0.029171058342110767,0.45700291400583654,8,Long Lower Wick Bullish,1.0,4.0,4.0
2016-02-11,OANDA:XAUUSD,1197.3025,1263.436,1195.946,1246.798,1159.1096249999975,1125.6967884615399,87.33001025311275,20.463667383322694,1169.2193760378796,1137.687730545413,31.531645492466623,20.860512102350068,10.671133390116555,1249.233139102898,1199.1854000000033,1149.1376608971086,66.13349999999991,1.3565000000000964,49.49549999999999,16.63799999999992,1.3565000000000964,0.7333753148614608,0.24652541117202426,0.020099273966514983,2,Full Body Bullish,8.0,1.0,4.0
2016-02-12,OANDA:XAUUSD,1246.798,1248.3805,1232.4815,1237.951,1168.5332916666641,1130.6604423076938,82.405363732015,20.13761971308535,1179.793472032052,1145.114639393901,34.67883263815111,23.624176209510274,11.054656428640833,1262.2238153215894,1212.0743000000034,1161.9247846784174,1.5824999999999818,14.316499999999905,8.84699999999998,1.5824999999999818,5.469499999999925,0.5564500912007071,0.09953456192213303,0.34401534687715984,5,Normal Candle Bearish,2.0,8.0,1.0
2016-02-15,OANDA:XAUUSD,1237.951,1237.951,1202.228,1209.3815,1176.4054166666642,1134.707384615386,68.89438850006981,21.250861162150677,1184.3454763348132,1149.8751475869453,34.470328747867825,25.793406717181785,8.67692203068604,1261.2729096409505,1216.0896000000034,1170.9062903590564,0.0,35.722999999999956,28.569500000000062,0.0,7.1534999999998945,0.7997508607899699,0.0,0.20024913921003004,3,Full Body Bearish,5.0,2.0,8.0
2016-02-16,OANDA:XAUUSD,1209.3815,1217.162,1190.9975,1200.0915,1183.2344583333308,1138.7771923076937,65.1535654810932,21.601835364854207,1186.7679415140726,1153.5948773953198,33.17306411875279,27.269338197495987,5.903725921256804,1258.8045968446784,1218.3049000000033,1177.8052031553282,7.780500000000075,18.384000000000015,9.289999999999964,7.780500000000075,9.094000000000051,0.35506124710963066,0.29736857191996974,0.3475701809703996,5,Normal Candle Bearish,3.0,5.0,2.0
2016-02-17,OANDA:XAUUSD,1200.0915,1213.8895,1195.79,1208.534,1189.9098749999976,1143.4521538461552,66.91187569725567,21.351668553078905,1190.116565896523,1157.6644420327036,32.45212386381945,28.30589533076068,4.146228533058771,1257.2055003560895,1220.551200000003,1183.8968996439166,13.798000000000002,4.301500000000033,8.44250000000011,5.355499999999893,4.301500000000033,0.4664493494295474,0.29589215171689176,0.23765849885356086,4,Normal Candle Bullish,5.0,3.0,5.0
2016-02-18,OANDA:XAUUSD,1208.534,1240.021,1200.843,1231.0675,1198.431583333331,1148.7522500000014,71.10301378459354,22.62497794214469,1196.4167096047504,1163.1017055858367,33.31500401891367,29.307717068391277,4.007286950522392,1246.4103477685178,1217.4051000000031,1188.3998522314885,31.486999999999853,7.691000000000031,22.533500000000004,8.953499999999849,7.691000000000031,0.5751569758537973,0.22853387105007594,0.19630915309612676,4,Normal Candle Bullish,4.0,5.0,3.0
2016-02-19,OANDA:XAUUSD,1231.0675,1234.666,1220.1055,1226.326,1205.4096666666644,1154.4476538461552,69.11906942241826,22.04894380342007,1201.0181388963272,1167.7849866535526,33.23315224277462,30.092804103267945,3.1403481395066777,1238.4390524189848,1215.0801000000033,1191.7211475810218,3.598499999999831,10.962000000000216,4.741500000000087,3.598499999999831,6.220500000000129,0.32564128979087753,0.24714123828164,0.4272174719274825,9,Long Lower Wick Bearish,4.0,4.0,5.0
